  0.00000000E+00 -0.10018778E+02
  0.89916694E-02 -0.10030089E+02
  0.17983339E-01 -0.10041655E+02
  0.26975008E-01 -0.10052972E+02
  0.35966678E-01 -0.10063543E+02
  0.44958347E-01 -0.10072895E+02
  0.53950017E-01 -0.10080594E+02
  0.62941686E-01 -0.10086254E+02
  0.71933355E-01 -0.10089542E+02
  0.80925025E-01 -0.10090188E+02
  0.89916694E-01 -0.10087996E+02
  0.98908364E-01 -0.10082859E+02
  0.10790003E+00 -0.10074792E+02
  0.11689170E+00 -0.10063950E+02
  0.12588337E+00 -0.10050655E+02
  0.13487504E+00 -0.10035393E+02
  0.14386671E+00 -0.10018798E+02
  0.15285838E+00 -0.10001614E+02
  0.16185005E+00 -0.99846199E+01
  0.17084172E+00 -0.99685350E+01
  0.17983339E+00 -0.99539397E+01
  0.18882506E+00 -0.99412588E+01
  0.19781673E+00 -0.99308250E+01
  0.20680840E+00 -0.99229599E+01
  0.21580007E+00 -0.99180137E+01
  0.22479174E+00 -0.99163756E+01
  0.23378340E+00 -0.99185025E+01
  0.24277507E+00 -0.99249946E+01
  0.25176674E+00 -0.99367047E+01
  0.26075841E+00 -0.99548383E+01
  0.26975008E+00 -0.99809971E+01
  0.27874175E+00 -0.10017112E+02
  0.28773342E+00 -0.10065197E+02
  0.29672509E+00 -0.10126885E+02
  0.30571676E+00 -0.10202825E+02
  0.31470843E+00 -0.10292214E+02
  0.32370010E+00 -0.10392643E+02
  0.33269177E+00 -0.10500225E+02
  0.34168344E+00 -0.10609902E+02
  0.35067511E+00 -0.10715823E+02
  0.35966678E+00 -0.10811735E+02
  0.36865845E+00 -0.10891359E+02
  0.37765012E+00 -0.10948717E+02
  0.38664179E+00 -0.10978439E+02
  0.39563345E+00 -0.10976049E+02
  0.40462512E+00 -0.10938296E+02
  0.41361679E+00 -0.10863604E+02
  0.42260846E+00 -0.10752946E+02
  0.43160013E+00 -0.10612161E+02
  0.44059180E+00 -0.10460352E+02
  0.44958347E+00 -0.10352443E+02
  0.45857514E+00 -0.10322269E+02
  0.46756681E+00 -0.10324096E+02
  0.47655848E+00 -0.10335488E+02
  0.48555015E+00 -0.10350936E+02
  0.49454182E+00 -0.10368911E+02
  0.50353349E+00 -0.10389027E+02
  0.51252516E+00 -0.10411275E+02
  0.52151683E+00 -0.10435756E+02
  0.53050850E+00 -0.10462544E+02
  0.53950017E+00 -0.10491604E+02
  0.54849183E+00 -0.10522781E+02
  0.55748350E+00 -0.10555825E+02
  0.56647517E+00 -0.10590454E+02
  0.57546684E+00 -0.10626404E+02
  0.58445851E+00 -0.10663466E+02
  0.59345018E+00 -0.10701518E+02
  0.60244185E+00 -0.10740577E+02
  0.61143352E+00 -0.10780862E+02
  0.62042519E+00 -0.10822794E+02
  0.62941686E+00 -0.10866395E+02
  0.63840853E+00 -0.10909760E+02
  0.64740020E+00 -0.10948884E+02
  0.65639187E+00 -0.10980205E+02
  0.66538354E+00 -0.11002104E+02
  0.67437521E+00 -0.11014188E+02
  0.68336688E+00 -0.11016364E+02
  0.69235855E+00 -0.11008674E+02
  0.70135021E+00 -0.10991620E+02
  0.71034188E+00 -0.10966487E+02
  0.71933355E+00 -0.10935324E+02
  0.72832522E+00 -0.10900509E+02
  0.73731689E+00 -0.10864171E+02
  0.74630856E+00 -0.10827972E+02
  0.75530023E+00 -0.10793267E+02
  0.76429190E+00 -0.10761261E+02
  0.77328357E+00 -0.10733033E+02
  0.78227524E+00 -0.10709460E+02
  0.79126691E+00 -0.10691150E+02
  0.80025858E+00 -0.10678397E+02
  0.80925025E+00 -0.10671172E+02
  0.81824192E+00 -0.10669129E+02
  0.82723359E+00 -0.10671605E+02
  0.83622526E+00 -0.10677629E+02
  0.84521693E+00 -0.10685926E+02
  0.85420860E+00 -0.10694943E+02
  0.86320026E+00 -0.10702916E+02
  0.87219193E+00 -0.10708000E+02
  0.88118360E+00 -0.10708438E+02
  0.89017527E+00 -0.10702772E+02
  0.89916694E+00 -0.10690031E+02
  0.90819210E+00 -0.10699145E+02
  0.91721726E+00 -0.10706689E+02
  0.92624242E+00 -0.10712784E+02
  0.93526758E+00 -0.10717795E+02
  0.94429274E+00 -0.10722261E+02
  0.95331790E+00 -0.10726827E+02
  0.96234306E+00 -0.10732165E+02
  0.97136822E+00 -0.10738912E+02
  0.98039338E+00 -0.10747620E+02
  0.98941853E+00 -0.10758725E+02
  0.99844369E+00 -0.10772525E+02
  0.10074689E+01 -0.10789177E+02
  0.10164940E+01 -0.10808689E+02
  0.10255192E+01 -0.10830925E+02
  0.10345443E+01 -0.10855605E+02
  0.10435695E+01 -0.10882321E+02
  0.10525946E+01 -0.10910565E+02
  0.10616198E+01 -0.10939780E+02
  0.10706450E+01 -0.10969486E+02
  0.10796701E+01 -0.10999577E+02
  0.10886953E+01 -0.11030681E+02
  0.10977204E+01 -0.11062679E+02
  0.11067456E+01 -0.11093299E+02
  0.11157708E+01 -0.11120728E+02
  0.11247959E+01 -0.11144212E+02
  0.11338211E+01 -0.11163573E+02
  0.11428462E+01 -0.11178962E+02
  0.11518714E+01 -0.11190762E+02
  0.11608966E+01 -0.11199508E+02
  0.11699217E+01 -0.11205835E+02
  0.11789469E+01 -0.11210435E+02
  0.11879720E+01 -0.11214055E+02
  0.11969972E+01 -0.11217605E+02
  0.12060224E+01 -0.11222599E+02
  0.12150475E+01 -0.11231303E+02
  0.12240727E+01 -0.11243878E+02
  0.12330978E+01 -0.11258597E+02
  0.12421230E+01 -0.11274360E+02
  0.12511482E+01 -0.11290517E+02
  0.12601733E+01 -0.11306546E+02
  0.12691985E+01 -0.11321973E+02
  0.12782236E+01 -0.11336360E+02
  0.12872488E+01 -0.11349318E+02
  0.12962739E+01 -0.11360523E+02
  0.13052991E+01 -0.11369727E+02
  0.13143243E+01 -0.11376767E+02
  0.13233494E+01 -0.11381569E+02
  0.13323746E+01 -0.11384143E+02
  0.13413997E+01 -0.11384582E+02
  0.13504249E+01 -0.11383045E+02
  0.13594501E+01 -0.11379748E+02
  0.13684752E+01 -0.11374944E+02
  0.13775004E+01 -0.11368908E+02
  0.13865255E+01 -0.11361919E+02
  0.13955507E+01 -0.11354244E+02
  0.14045602E+01 -0.11403611E+02
  0.14135697E+01 -0.11451132E+02
  0.14225792E+01 -0.11495440E+02
  0.14315887E+01 -0.11535201E+02
  0.14405982E+01 -0.11569212E+02
  0.14496077E+01 -0.11596507E+02
  0.14586172E+01 -0.11616438E+02
  0.14676266E+01 -0.11628725E+02
  0.14766361E+01 -0.11633483E+02
  0.14856456E+01 -0.11631209E+02
  0.14946551E+01 -0.11622742E+02
  0.15036646E+01 -0.11609202E+02
